Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
09 February 2021, 1.2104, 126.58, 1.9558, 25.738, 7.4369, 0.87828, 358.88, 4.4761, 4.8753, 10.1058, 1.0817, 154.10, 10.2588, 7.5670, 89.6164, 8.5883, 1.5681, 6.5530, 1.5414, 7.7894, 9.3827, 16929.80, 3.9401, 88.2765, 1347.42, 24.3205, 4.8997, 1.6741, 58.142, 1.6074, 36.239, 17.8953, 
