Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
08 February 2021, 1.2025, 126.97, 1.9558, 25.739, 7.4365, 0.87833, 358.33, 4.4824, 4.8748, 10.1148, 1.0842, 154.70, 10.2725, 7.5583, 89.4049, 8.5308, 1.5693, 6.4955, 1.5363, 7.7618, 9.3219, 16876.31, 3.9487, 87.7240, 1347.77, 24.3050, 4.8888, 1.6740, 57.843, 1.6067, 36.098, 17.9701, 
